parcel_id,name,address,city,state,zoning,proposed_use,proposed_gsf,centroid_lat,centroid_lon,lot_area_m2,lot_area_acres,extent_x_m,extent_y_m,study_date,granularity_m,aoi_buffer_m,aoi_km2,aoi_tiles,parcel_tiles_overlapped,parcel_peak_c,parcel_mean_c,parcel_min_c,diurnal_swing_c,aoi_percentile,city_percentile,city_delta_c,window_start,window_end,window_hours,exceedance_threshold_c,exceedance_hours,exceedance_share_pct,persistence_hours,impervious_pct,canopy_pct,vegetation_pct,streetview_vegetation_pct,streetview_sky_pct,streetview_imagery_date,hot_hour,heat_index_at_hot_hour_c,peak_apparent_temp_c,peak_wet_bulb_c,heat_index_series_max_c,heat_index_series_max_hour
APN-259-27-014,Diridon Gateway Site,W Santa Clara St & Cahill St,San Jose,CA,DC â€” Downtown Commercial,Mixed-use office / residential,420000,37.330487,-121.900023,13525.1,3.342,140.0,100.0,2024-07-15,60,500,1.2024,329,6,27.314,20.723,16.343,10.972,41.9,,,2024-07-12,2024-07-18,168,27.0,35.65,21.2,6.51,26.94,1.63,2.23,6.48,39.67,2026-03-01,13,27.3,24.9,17.1,32.5,2
